train_fraction,n_train,median_r2,median_nrmse_range,max_nrmse_range
0.2,50,0.4538166636575446,0.17930703025541628,0.2362342523410564
0.4,93,0.5112326323630749,0.17129763402110404,0.22747792500154582
0.6,140,0.6299408519298195,0.14942586464296387,0.2395715833112422
0.8,186,0.5885209299492595,0.15720142647170202,0.2352963571950303
1.0,233,0.6300299408860589,0.1486330749364577,0.22925402496589614
