singular_value
1273.9145918760853
950.7076667789631
327.08284515184437
148.3902746742907
45.020563318311964
23.751614237737613
18.260741178214403
12.62762389981601
9.92743211907347
9.47455194573278
4.203254267758787
3.436608564915296
3.2529689473525787
2.7066609941497575
2.51378557088038
1.8657241597611813
1.718657029034252
1.4806148059074158
1.2980772975131285
1.208182384833045
1.0794507994409113
0.9689564904849212
0.7235477155851749
0.5380761295535793
0.4786264843513553
0.4193099728114927
0.3175236561714469
0.24236516648521134
0.23084297948710264
0.226200165845459
0.20307956117234666
0.16512074334738508
0.09988420208016723
0.0873932349620851
0.061493127948669735
0.0488469029285925
0.034781382043232424
0.02162479576238712
0.01881629939222619
0.01804873368218649
0.012453921959113934
0.011956373043534486
0.00902642559011858
0.008283303198172783
0.007531010846927613
0.004665551955804353
0.0038334861287089923
0.0029153394969736123
0.0025071556650737396
0.002187666172116326
0.0018087553672282858
0.0015629913005935701
0.0011127008978611037
0.0009449720685288399
0.0007835917913071823
0.0006276733156813406
0.0005561932414902166
0.0003980844261331797
0.00029850670080078603
0.0002803554847106776
0.00020292604982234
0.00015851218809378144
0.00013994363687340537
0.00011911470602687489
8.524651565152666e-05
5.852926623878452e-05
4.550045042522819e-05
3.1510585680920755e-05
2.1126473920076235e-05
1.5236442560942884e-05
1.2593407870340612e-05
8.987727116496498e-06
5.504614311997314e-06
4.349542129305495e-06
4.133154759024984e-06
2.011689271073095e-06
9.91290531956228e-07
2.928134968571207e-07
2.2811382145784877e-07
1.7297936616215793e-07
9.479605072008455e-08
6.283686622778092e-08
3.838667680315435e-08
9.113193905355792e-09
8.360721023369635e-10
4.268736917133107e-10
1.1874882606578297e-10
6.711786116402464e-11
1.8409398377251935e-11
6.1287210754960135e-12
1.2357650936448868e-12
9.044400318417939e-14
9.044400318417939e-14
9.044400318417939e-14
9.044400318417939e-14
9.044400318417939e-14
9.044400318417939e-14
