biomarker,parameter,spearman_rho,abs_spearman_rho,p_value,samples
IGF1,storage_to_liver_threshold,0.054506049920650425,0.054506049920650425,7.67220413551927e-10,12721
IGF1,storage_to_liver_max,-0.0676062841986651,0.0676062841986651,2.2913557770565224e-14,12721
IGF1,milk_storage_threshold,-0.0007576753059118013,0.0007576753059118013,0.9319053529685808,12721
IGF1,liver_to_storage_max,0.01037369740124442,0.01037369740124442,0.24202552966328406,12721
IGF1,blood_to_liver_glucose_threshold,-0.07884719688349771,0.07884719688349771,5.29239174420266e-19,12721
IGF1,glucagon_secretion_max,-0.04615987489054792,0.04615987489054792,1.9035550662146434e-07,12721
IGF1,glucagon_clearance,-0.017718303534761868,0.017718303534761868,0.045677422253699904,12721
IGF1,glucagon_glucose_threshold,-0.052136186170219916,0.052136186170219916,4.011242922658149e-09,12721
IGF1,hepatic_glucose_release,-0.023922126610913075,0.023922126610913075,0.006970807099146215,12721
IGF1,blood_to_liver_max,-0.0027777398663552714,0.0027777398663552714,0.7540801708194872,12721
IGF1,milk_fat_threshold,0.015084618119985009,0.015084618119985009,0.08888955495141976,12721
IGF1,storage_fat_threshold,0.038054479785832526,0.038054479785832526,1.761166808604868e-05,12721
IGF1,insulin_glucose_threshold,-0.24202804474390335,0.24202804474390335,5.598486806435151e-169,12721
IGF1,blood_usage_glucose_threshold,0.12861506622383762,0.12861506622383762,4.6718678233669035e-48,12721
IGF1,blood_usage_max,-0.02463797230530642,0.02463797230530642,0.005452621599456288,12721
IGF1,liver_usage_rate,0.014932444810392544,0.014932444810392544,0.09215844682371754,12721
IGF1,milk_glucose_requirement,0.017073725254190538,0.017073725254190538,0.05414779377432088,12721
IGF1,insulin_secretion_max,-0.06373797646020055,0.06373797646020055,6.22543868996986e-13,12721
IGF1,insulin_clearance,0.04966630255465427,0.04966630255465427,2.086858334181634e-08,12721
IGF1,fat_glucose_transfer_threshold,0.040755956617919496,0.040755956617919496,4.261209974373383e-06,12721
Insulin,gnrh_hypo_max,0.009923806193961687,0.009923806193961687,0.2630556904318661,12721
Insulin,gnrh_syn,-0.08467527008624774,0.08467527008624774,1.105327172096553e-21,12721
Insulin,gnrh_release_scale,0.04289731791142044,0.04289731791142044,1.2981965452919276e-06,12721
Insulin,hm_e2_1_threshold,0.024760758211272174,0.024760758211272174,0.005224502059793193,12721
Insulin,hm_p4_1_threshold,0.0315677141299902,0.0315677141299902,0.00036947565873258456,12721
Insulin,hm_p4_2_scale,0.00499956262678378,0.00499956262678378,0.5728658615790638,12721
Insulin,hm_p4_2_threshold,0.014552373216442817,0.014552373216442817,0.10074550891759079,12721
Insulin,hp_e2_1_scale,0.03649554379840505,0.03649554379840505,3.834951196753199e-05,12721
Insulin,hp_e2_1_threshold,-0.010489502251241421,0.010489502251241421,0.2368091148691102,12721
Insulin,gnrh_clearance,0.08598633331806949,0.08598633331806949,2.5968863264750253e-22,12721
Insulin,fsh_syn_scale,-0.026539521121396268,0.026539521121396268,0.002757460337317002,12721
Insulin,hm_ih_2_threshold,-0.04790027818491212,0.04790027818491212,6.476502677327023e-08,12721
Insulin,hp_p4_fsh_scale,-0.01492563126584168,0.01492563126584168,0.09230703989487127,12721
Insulin,hp_p4_fsh_threshold,-0.06227754295144323,0.06227754295144323,2.061534019076177e-12,12721
Insulin,hm_e2_fsh_scale,0.06503074143052028,0.06503074143052028,2.1089796059617685e-13,12721
Insulin,hm_e2_fsh_threshold,0.023021316683218565,0.023021316683218565,0.009415049771746203,12721
Insulin,hp_gnrh_fsh_scale,0.022118208346344072,0.022118208346344072,0.012605816828386905,12721
Insulin,hp_gnrh_fsh_threshold,-0.06809199038275363,0.06809199038275363,1.4934980929372092e-14,12721
Insulin,fsh_clearance,0.05905199273486845,0.05905199273486845,2.6379511039689656e-11,12721
Insulin,fsh_basal_release,0.021312059511776952,0.021312059511776952,0.016227032875848195,12721
Insulin,hp_e2_lh_scale,-0.04528821795091699,0.04528821795091699,3.220553384479143e-07,12721
Insulin,hp_e2_lh_threshold,0.002532455599015497,0.002532455599015497,0.7751833548077198,12721
Insulin,hm_p4_lh_scale,-0.009185926886352886,0.009185926886352886,0.3002128949457427,12721
Insulin,hm_p4_lh_threshold,-0.019958534860118435,0.019958534860118435,0.024380821522284313,12721
Insulin,hp_gnrh_lh_scale,-0.011064808069178138,0.011064808069178138,0.2120725837428694,12721
Insulin,hp_gnrh_lh_threshold,-0.009068008728708641,0.009068008728708641,0.3064602372964692,12721
Insulin,lh_basal_release,-0.043623248238400004,0.043623248238400004,8.565866594176073e-07,12721
Insulin,lh_clearance,-0.06347127289946437,0.06347127289946437,7.762652921529637e-13,12721
Insulin,hp_fsh_follicle_scale,-0.22149704006363896,0.22149704006363896,3.678673489783073e-141,12721
Insulin,hp_fsh_follicle_threshold,0.05816715722402673,0.05816715722402673,5.188038189436353e-11,12721
Insulin,hm_follicle_threshold,0.17322027425493672,0.17322027425493672,2.950305672348766e-86,12721
Insulin,hp_p4_follicle_scale,-0.41252211201681144,0.41252211201681144,0.0,12721
Insulin,hp_p4_follicle_threshold,-0.194906482181739,0.194906482181739,3.924638670365553e-109,12721
Insulin,hp_lh_follicle_scale,0.008514243779518146,0.008514243779518146,0.33694322188054837,12721
Insulin,hp_lh_follicle_threshold,-0.03492987133593303,0.03492987133593303,8.132382399384181e-05,12721
Insulin,hp_enz_pg_scale,-0.022851997108978363,0.022851997108978363,0.009951763343038553,12721
Insulin,hp_enz_pg_threshold,-0.0417936783868457,0.0417936783868457,2.4123904468336992e-06,12721
Insulin,hp_oxt_pg_threshold,0.036359797520211005,0.036359797520211005,4.098056225454256e-05,12721
Insulin,pg_clearance,-0.006102500470738175,0.006102500470738175,0.49131173368814796,12721
Insulin,cl_formation_scale,-0.13243837579181889,0.13243837579181889,7.11997209987359e-51,12721
Insulin,hp_cl_self_scale,-0.1566121296511711,0.1566121296511711,1.1665882620863248e-70,12721
Insulin,hp_cl_self_threshold,-0.012030389703238989,0.012030389703238989,0.17484722691743987,12721
Insulin,hp_iof_scale,0.02204139966539318,0.02204139966539318,0.012916978177720598,12721
Insulin,hp_iof_threshold,0.020659328430804057,0.020659328430804057,0.019799183624514115,12721
Insulin,cl_to_p4_scale,0.03572288250243017,0.03572288250243017,5.578120308301041e-05,12721
Insulin,p4_clearance,-0.14795908083702855,0.14795908083702855,3.4937174530392526e-63,12721
Insulin,p4_baseline,0.0255719323628921,0.0255719323628921,0.003921848849605949,12721
Insulin,follicle_to_e2_scale,-0.16248886829750941,0.16248886829750941,5.449651071272361e-76,12721
Insulin,e2_clearance,0.1113319138143722,0.1113319138143722,2.256050204267971e-36,12721
Insulin,follicle_to_inhibin_scale,0.15982544637287818,0.15982544637287818,1.505575162847963e-73,12721
Insulin,inhibin_clearance,-0.6071670547742083,0.6071670547742083,0.0,12721
Insulin,hp_p4_enz_scale,-0.044267168696230014,0.044267168696230014,5.891599317268336e-07,12721
Insulin,hp_p4_enz_threshold,-0.0471922409693276,0.0471922409693276,1.0087838069165399e-07,12721
Insulin,enz_clearance,-0.056565593461364486,0.056565593461364486,1.7210265018254457e-10,12721
Insulin,hp_e2_oxt_scale,-0.10556668873054292,0.10556668873054292,7.429176701735022e-33,12721
Insulin,hp_e2_oxt_threshold,0.0737892856799694,0.0737892856799694,7.878863711219808e-17,12721
Insulin,oxt_clearance,0.1690396576215276,0.1690396576215276,3.560766918728477e-82,12721
Insulin,lactation_oxt_scale,0.01898281399491329,0.01898281399491329,0.03227363945639155,12721
Insulin,fat_mobilization_storage_threshold,-0.021785677370594846,0.021785677370594846,0.014002459787897272,12721
Insulin,lactation_oxt_decay,0.05366124017163792,0.05366124017163792,1.3947783408557945e-09,12721
Insulin,hp_pg_iof_scale,0.08730648933054656,0.08730648933054656,5.906621889521439e-23,12721
Insulin,hp_pg_iof_threshold,-0.06846657411558112,0.06846657411558112,1.0714119924102197e-14,12721
Insulin,hp_cl_iof_threshold,0.006677965168282577,0.006677965168282577,0.4513749334621949,12721
Insulin,iof_clearance,-0.08213364594766334,0.08213364594766334,1.7202667313829542e-20,12721
Insulin,hm_p4_igf_scale,-0.007824807867708838,0.007824807867708838,0.37752453301731825,12721
Insulin,hm_p4_igf_threshold,0.0671242854014212,0.0671242854014212,3.493619602924006e-14,12721
