scenario,description,parameter,prior_median,posterior_median,prior_90_width,posterior_90_width,interval_reduction_fraction,final_epsilon,final_particles
cumulative_best_03,Cumulative biomarkers: Insulin + Glucose + IGF1,inhibin_clearance,0.47501419837676173,0.48695367447441895,0.042709557745251925,0.033882567361443405,0.206674825257113,0.5281813008121368,2500
cumulative_best_03,Cumulative biomarkers: Insulin + Glucose + IGF1,hp_p4_follicle_scale,1.1000615121832023,1.1143675979393504,0.09892970060211281,0.09584236807114244,0.03120733725241298,0.5281813008121368,2500
cumulative_best_03,Cumulative biomarkers: Insulin + Glucose + IGF1,blood_to_liver_glucose_threshold,0.4499489017871994,0.45498735000553286,0.04042927251442624,0.03875641425081611,0.04137740205474172,0.5281813008121368,2500
cumulative_best_03,Cumulative biomarkers: Insulin + Glucose + IGF1,gnrh_clearance,1.6301310730628726,1.6305337646445668,0.14679630219367357,0.14584614526993467,0.006472621650137511,0.5281813008121368,2500
cumulative_best_03,Cumulative biomarkers: Insulin + Glucose + IGF1,hp_iof_threshold,1.8198467438656287,1.8171688020781456,0.16381622142398866,0.16326725542595155,0.00335110890280077,0.5281813008121368,2500
cumulative_best_03,Cumulative biomarkers: Insulin + Glucose + IGF1,insulin_igf_threshold,15.007110527186743,15.012159873253657,1.3490788348546818,1.353086031782281,-0.0029703208026614636,0.5281813008121368,2500
cumulative_best_03,Cumulative biomarkers: Insulin + Glucose + IGF1,feed_direct_blood_fraction,0.07999997626633726,0.08023002752279396,0.007202420746582061,0.007124209734800491,0.01085898957217768,0.5281813008121368,2500
cumulative_best_03,Cumulative biomarkers: Insulin + Glucose + IGF1,lh_basal_release,0.01409954623203555,0.014086085655005638,0.0012659147656591558,0.001278848821310635,-0.010217161535946317,0.5281813008121368,2500
cumulative_best_04,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2,insulin_glucose_threshold,0.49992503297664365,0.48171586546915274,0.04499020415972066,0.015969928603671357,0.6450354271126181,0.4715724488737426,2500
cumulative_best_04,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2,inhibin_clearance,0.47501419837676173,0.48703805728914396,0.042709557745251925,0.033255709150739776,0.2213520601384159,0.4715724488737426,2500
cumulative_best_04,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2,hp_p4_follicle_scale,1.1000615121832023,1.1148664231096514,0.09892970060211281,0.09552831735506961,0.03438182089242625,0.4715724488737426,2500
cumulative_best_04,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2,blood_to_liver_glucose_threshold,0.4499489017871994,0.45510316154157143,0.04042927251442624,0.03875963596629728,0.04129771436112761,0.4715724488737426,2500
cumulative_best_04,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2,gnrh_clearance,1.6301310730628726,1.6308440240717557,0.14679630219367357,0.14581767742264184,0.0066665492005417715,0.4715724488737426,2500
cumulative_best_04,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2,hp_iof_threshold,1.8198467438656287,1.8167361263612616,0.16381622142398866,0.16333513320880333,0.0029367556582823306,0.4715724488737426,2500
cumulative_best_04,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2,insulin_igf_threshold,15.007110527186743,15.006652880835784,1.3490788348546818,1.3530141464336847,-0.0029170360377248628,0.4715724488737426,2500
cumulative_best_04,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2,feed_direct_blood_fraction,0.07999997626633726,0.08023044731400113,0.007202420746582061,0.007118952538045675,0.011588910377944295,0.4715724488737426,2500
cumulative_best_04,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2,lh_basal_release,0.01409954623203555,0.014084793882135604,0.0012659147656591558,0.0012790870728022,-0.010405366538390526,0.4715724488737426,2500
cumulative_best_05,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH,insulin_glucose_threshold,0.49992503297664365,0.4818808950377591,0.04499020415972066,0.016783481058742333,0.626952547288762,0.46064439741558516,2500
cumulative_best_05,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH,inhibin_clearance,0.47501419837676173,0.4878127352419214,0.042709557745251925,0.03230752252651259,0.2435528665687423,0.46064439741558516,2500
cumulative_best_05,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH,hp_p4_follicle_scale,1.1000615121832023,1.1152221550170005,0.09892970060211281,0.09515893404835252,0.03811561675422437,0.46064439741558516,2500
cumulative_best_05,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH,blood_to_liver_glucose_threshold,0.4499489017871994,0.4551934558204657,0.04042927251442624,0.03877388298600304,0.04094532069140033,0.46064439741558516,2500
cumulative_best_05,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH,gnrh_clearance,1.6301310730628726,1.6308040124578647,0.14679630219367357,0.1458979690426292,0.006119589782712431,0.46064439741558516,2500
cumulative_best_05,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH,hp_iof_threshold,1.8198467438656287,1.8173033011496116,0.16381622142398866,0.16382895348782078,-7.7721630504346e-05,0.46064439741558516,2500
cumulative_best_05,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH,insulin_igf_threshold,15.007110527186743,15.001621577144599,1.3490788348546818,1.3539542024688025,-0.003613849308254702,0.46064439741558516,2500
cumulative_best_05,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH,feed_direct_blood_fraction,0.07999997626633726,0.08023800031186125,0.007202420746582061,0.007101343507441613,0.014033787069217651,0.46064439741558516,2500
cumulative_best_05,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH,lh_basal_release,0.01409954623203555,0.014079791700774185,0.0012659147656591558,0.0012757313425360971,-0.007754532250699997,0.46064439741558516,2500
cumulative_best_06,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH,insulin_glucose_threshold,0.49992503297664365,0.48188218349109846,0.04499020415972066,0.016813481964397525,0.6262857153368846,0.4246540651506182,2500
cumulative_best_06,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH,inhibin_clearance,0.47501419837676173,0.4878609385278639,0.042709557745251925,0.032030548623713684,0.25003792324975405,0.4246540651506182,2500
cumulative_best_06,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH,hp_p4_follicle_scale,1.1000615121832023,1.1148869480052757,0.09892970060211281,0.09507090104902516,0.03900547085053285,0.4246540651506182,2500
cumulative_best_06,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH,blood_to_liver_glucose_threshold,0.4499489017871994,0.45522585915071606,0.04042927251442624,0.03879470221430381,0.040430366377212756,0.4246540651506182,2500
cumulative_best_06,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH,gnrh_clearance,1.6301310730628726,1.6312948262624585,0.14679630219367357,0.14572033516147087,0.007329660326069631,0.4246540651506182,2500
cumulative_best_06,Cumulative biomarkers: Insulin + Glucose + IGF1 + E2 + INH + FSH,hp_iof_threshold,1.8198467438656287,1.8174332012076224,0.16381622142398866,0.1634359270299972,0.0023214696974799276,0.4246540651506182,2500
