parameter,prior_90_width,posterior_90_width,interval_reduction_fraction,biomarkers,method,source_file,computational_cost,interpretation,posterior_median,scenario
hp_iof_threshold,0.1638162214239886,0.1643847725494105,-0.0034706643852464,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.8169749662829424,independent_2_Glucose_day_65
insulin_igf_threshold,1.3490788348546818,1.339108859326224,0.0073902097274632,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,15.004780963233609,independent_2_Glucose_day_65
feed_direct_blood_fraction,0.007202420746582,0.0072211146513047,-0.0025955030094011,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0799777340721582,independent_2_Glucose_day_65
lh_basal_release,0.0012659147656591,0.0012768451413754,-0.0086343694005579,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0140926714520166,independent_2_Glucose_day_65
insulin_glucose_threshold,0.0449902041597206,0.0461135052518235,-0.0249676815894186,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4884768186170519,independent_3_IGF1_day_65
inhibin_clearance,0.0427095577452519,0.0406181212958724,0.0489688154078811,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4870033840577761,independent_3_IGF1_day_65
hp_p4_follicle_scale,0.0989297006021128,0.0933961233092843,0.0559344388909457,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.1137007763399136,independent_3_IGF1_day_65
blood_to_liver_glucose_threshold,0.0404292725144262,0.0400037182835331,0.0105258938493446,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4536954895695177,independent_3_IGF1_day_65
gnrh_clearance,0.1467963021936735,0.1459429138534853,0.0058134185087462,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.6309221591763006,independent_3_IGF1_day_65
hp_iof_threshold,0.1638162214239886,0.1630216714095529,0.0048502523591926,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.8149549214736096,independent_3_IGF1_day_65
insulin_igf_threshold,1.3490788348546818,1.3476583358570269,0.0010529399475814,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,14.98285307363408,independent_3_IGF1_day_65
feed_direct_blood_fraction,0.007202420746582,0.0071421926067695,0.0083622079203123,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0800561964544533,independent_3_IGF1_day_65
lh_basal_release,0.0012659147656591,0.0012844459737042,-0.0146385906443422,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.014091603538321,independent_3_IGF1_day_65
insulin_glucose_threshold,0.0449902041597206,0.0460598926645705,-0.0237760313567887,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.5076923660583522,independent_4_E2_day_65
inhibin_clearance,0.0427095577452519,0.043567784191065,-0.0200944821515631,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.478357430817867,independent_4_E2_day_65
hp_p4_follicle_scale,0.0989297006021128,0.0999451963452009,-0.0102648217563334,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.1023673997775498,independent_4_E2_day_65
blood_to_liver_glucose_threshold,0.0404292725144262,0.0408336303936147,-0.0100016115561856,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4497379730907768,independent_4_E2_day_65
gnrh_clearance,0.1467963021936735,0.1455857578802946,0.0082464223913614,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.6287126792124067,independent_4_E2_day_65
hp_iof_threshold,0.1638162214239886,0.1631720962832459,0.0039319985233673,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.8219390921877496,independent_4_E2_day_65
insulin_igf_threshold,1.3490788348546818,1.3317687523987694,0.012831038489887,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,15.01181843936383,independent_4_E2_day_65
feed_direct_blood_fraction,0.007202420746582,0.0071629849220218,0.0054753569595276,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0798948048534964,independent_4_E2_day_65
lh_basal_release,0.0012659147656591,0.001241269655076,0.0194682227047628,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0140767258931657,independent_4_E2_day_65
insulin_glucose_threshold,0.0449902041597206,0.0156592202702615,0.651941560107854,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4807823181404672,cumulative_best_01
inhibin_clearance,0.0427095577452519,0.0435077381364261,-0.0186885660566906,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4754556703559938,cumulative_best_01
hp_p4_follicle_scale,0.0989297006021128,0.0987326152624308,0.0019921756407071,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.0997457856728865,cumulative_best_01
blood_to_liver_glucose_threshold,0.0404292725144262,0.0389388762797107,0.0368642852572654,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4563130296552814,cumulative_best_01
gnrh_clearance,0.1467963021936735,0.1467251445128701,0.0004847375563287,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.6333822855163147,cumulative_best_01
hp_iof_threshold,0.1638162214239886,0.1606750118580215,0.0191752046205303,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.8208428459101955,cumulative_best_01
insulin_igf_threshold,1.3490788348546818,1.3633977237365205,-0.0106138266437045,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,15.0082897857668,cumulative_best_01
feed_direct_blood_fraction,0.007202420746582,0.0072416982573331,-0.005453376320688,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0800338467668233,cumulative_best_01
lh_basal_release,0.0012659147656591,0.0012689147875657,-0.002369845101694,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0140837655855429,cumulative_best_01
insulin_glucose_threshold,0.0449902041597206,0.0127660679353509,0.7162478327497721,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4812271189105636,cumulative_best_02
inhibin_clearance,0.0427095577452519,0.0433742884526409,-0.0155639801131606,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4754951427787346,cumulative_best_02
hp_p4_follicle_scale,0.0989297006021128,0.0980947203733897,0.0084401370229685,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.0998680869279875,cumulative_best_02
blood_to_liver_glucose_threshold,0.0404292725144262,0.038164273618609,0.0560237361433848,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.454817864169291,cumulative_best_02
gnrh_clearance,0.1467963021936735,0.1477675911171203,-0.0066165762279577,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.6329640826789569,cumulative_best_02
hp_iof_threshold,0.1638162214239886,0.1625628669147125,0.007650979239914,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.8191801353295205,cumulative_best_02
insulin_igf_threshold,1.3490788348546818,1.3602390889536569,-0.0082724995831524,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,15.037216998170484,cumulative_best_02
feed_direct_blood_fraction,0.007202420746582,0.0072348341120039,-0.0045003432265888,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0800099376762348,cumulative_best_02
lh_basal_release,0.0012659147656591,0.0012720773707198,-0.0048681042577631,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0140988617002786,cumulative_best_02
insulin_glucose_threshold,0.0449902041597206,0.0156646609239782,0.6518206303672953,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.48170078826866,cumulative_best_03
inhibin_clearance,0.0427095577452519,0.0338825673614434,0.206674825257113,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4869536744744189,cumulative_best_03
hp_p4_follicle_scale,0.0989297006021128,0.0958423680711424,0.0312073372524129,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.1143675979393504,cumulative_best_03
blood_to_liver_glucose_threshold,0.0404292725144262,0.0387564142508161,0.0413774020547417,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4549873500055328,cumulative_best_03
gnrh_clearance,0.1467963021936735,0.1458461452699346,0.0064726216501375,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.6305337646445668,cumulative_best_03
hp_iof_threshold,0.1638162214239886,0.1632672554259515,0.0033511089028007,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.8171688020781456,cumulative_best_03
insulin_igf_threshold,1.3490788348546818,1.353086031782281,-0.0029703208026614,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,15.012159873253657,cumulative_best_03
feed_direct_blood_fraction,0.007202420746582,0.0071242097348004,0.0108589895721776,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0802300275227939,cumulative_best_03
lh_basal_release,0.0012659147656591,0.0012788488213106,-0.0102171615359463,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0140860856550056,cumulative_best_03
insulin_glucose_threshold,0.0449902041597206,0.0159699286036713,0.6450354271126181,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4817158654691527,cumulative_best_04
inhibin_clearance,0.0427095577452519,0.0332557091507397,0.2213520601384159,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4870380572891439,cumulative_best_04
hp_p4_follicle_scale,0.0989297006021128,0.0955283173550696,0.0343818208924262,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.1148664231096514,cumulative_best_04
blood_to_liver_glucose_threshold,0.0404292725144262,0.0387596359662972,0.0412977143611276,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4551031615415714,cumulative_best_04
gnrh_clearance,0.1467963021936735,0.1458176774226418,0.0066665492005417,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.6308440240717557,cumulative_best_04
hp_iof_threshold,0.1638162214239886,0.1633351332088033,0.0029367556582823,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.8167361263612616,cumulative_best_04
insulin_igf_threshold,1.3490788348546818,1.353014146433685,-0.0029170360377248,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,15.006652880835784,cumulative_best_04
feed_direct_blood_fraction,0.007202420746582,0.0071189525380456,0.0115889103779442,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0802304473140011,cumulative_best_04
lh_basal_release,0.0012659147656591,0.0012790870728022,-0.0104053665383905,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0140847938821356,cumulative_best_04
insulin_glucose_threshold,0.0449902041597206,0.0167834810587423,0.626952547288762,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4818808950377591,cumulative_best_05
inhibin_clearance,0.0427095577452519,0.0323075225265125,0.2435528665687423,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4878127352419214,cumulative_best_05
hp_p4_follicle_scale,0.0989297006021128,0.0951589340483525,0.0381156167542243,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.1152221550170005,cumulative_best_05
blood_to_liver_glucose_threshold,0.0404292725144262,0.038773882986003,0.0409453206914003,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4551934558204657,cumulative_best_05
gnrh_clearance,0.1467963021936735,0.1458979690426292,0.0061195897827124,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.6308040124578649,cumulative_best_05
hp_iof_threshold,0.1638162214239886,0.1638289534878207,-7.7721630504346e-05,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.8173033011496116,cumulative_best_05
insulin_igf_threshold,1.3490788348546818,1.3539542024688025,-0.0036138493082547,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,15.0016215771446,cumulative_best_05
feed_direct_blood_fraction,0.007202420746582,0.0071013435074416,0.0140337870692176,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0802380003118612,cumulative_best_05
lh_basal_release,0.0012659147656591,0.001275731342536,-0.0077545322506999,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0140797917007741,cumulative_best_05
insulin_glucose_threshold,0.0449902041597206,0.0168134819643975,0.6262857153368846,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4818821834910984,cumulative_best_06
inhibin_clearance,0.0427095577452519,0.0320305486237136,0.250037923249754,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4878609385278639,cumulative_best_06
hp_p4_follicle_scale,0.0989297006021128,0.0950709010490251,0.0390054708505328,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.1148869480052757,cumulative_best_06
blood_to_liver_glucose_threshold,0.0404292725144262,0.0387947022143038,0.0404303663772127,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.455225859150716,cumulative_best_06
gnrh_clearance,0.1467963021936735,0.1457203351614708,0.0073296603260696,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.6312948262624585,cumulative_best_06
hp_iof_threshold,0.1638162214239886,0.1634359270299972,0.0023214696974799,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.8174332012076224,cumulative_best_06
insulin_igf_threshold,1.3490788348546818,1.353545968889021,-0.0033112475853349,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,15.000063853195975,cumulative_best_06
feed_direct_blood_fraction,0.007202420746582,0.007099445871732,0.0142972590012661,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.080266704692753,cumulative_best_06
lh_basal_release,0.0012659147656591,0.0012776466216183,-0.0092674927865987,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0140812637525944,cumulative_best_06
insulin_glucose_threshold,0.0449902041597206,0.0169623147187271,0.6229776006681622,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4818786124831902,cumulative_best_07
inhibin_clearance,0.0427095577452519,0.0316354662583129,0.2592883670908548,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4878557131929868,cumulative_best_07
hp_p4_follicle_scale,0.0989297006021128,0.0946679393756448,0.0430786831510628,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.1146812104805186,cumulative_best_07
blood_to_liver_glucose_threshold,0.0404292725144262,0.0388063487841384,0.0401422936736908,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4552634073046745,cumulative_best_07
gnrh_clearance,0.1467963021936735,0.1456832551267257,0.0075822554813358,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.6316094974148554,cumulative_best_07
hp_iof_threshold,0.1638162214239886,0.1634564599615193,0.0021961284379656,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.8174331847466565,cumulative_best_07
insulin_igf_threshold,1.3490788348546818,1.35015750480051,-0.0007995603503367,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,14.998566051504854,cumulative_best_07
feed_direct_blood_fraction,0.007202420746582,0.0070989481834072,0.0143663591472265,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.080246820409426,cumulative_best_07
lh_basal_release,0.0012659147656591,0.0012790883015044,-0.0104063371426412,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.014082282065132,cumulative_best_07
insulin_glucose_threshold,0.0449902041597206,0.0196977337663231,0.5621772753821291,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4827453802675993,cumulative_best_08
inhibin_clearance,0.0427095577452519,0.0337738089737045,0.2092212901113626,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4871348790445955,cumulative_best_08
hp_p4_follicle_scale,0.0989297006021128,0.0958106666118181,0.0315277815591413,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.1143707073004532,cumulative_best_08
blood_to_liver_glucose_threshold,0.0404292725144262,0.0384817367429556,0.0481714275411614,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4563419129354136,cumulative_best_08
gnrh_clearance,0.1467963021936735,0.1450612624979024,0.0118193692200915,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.6317588487104346,cumulative_best_08
hp_iof_threshold,0.1638162214239886,0.1630368012780414,0.0047578935661685,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.8185500720425185,cumulative_best_08
insulin_igf_threshold,1.3490788348546818,1.3535692584646366,-0.0033285109023584,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,15.011032919773886,cumulative_best_08
feed_direct_blood_fraction,0.007202420746582,0.0071156436202656,0.012048327828885,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.0802088887684614,cumulative_best_08
lh_basal_release,0.0012659147656591,0.0012745419668055,-0.0068149936949943,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.01406661452967,cumulative_best_08
insulin_glucose_threshold,0.0449902041597206,0.0197061155783321,0.5619909723375984,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4827788205758099,cumulative_best_09
inhibin_clearance,0.0427095577452519,0.0334018585448367,0.2179301236489609,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4871698369378077,cumulative_best_09
hp_p4_follicle_scale,0.0989297006021128,0.0952499289148636,0.037195823547965,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.114401676113675,cumulative_best_09
blood_to_liver_glucose_threshold,0.0404292725144262,0.0384585141887628,0.0487458270479683,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,0.4563912705846342,cumulative_best_09
gnrh_clearance,0.1467963021936735,0.1450123190513113,0.0121527798432456,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.632126633447542,cumulative_best_09
hp_iof_threshold,0.1638162214239886,0.1627886563437033,0.0062726698940626,,archive-based sequential ABC filtering,abc_smc_posterior_narrowing_summary.csv,moderate/high; ODE archive likelihood-free filtering,likelihood-free selected-parameter inference over precomputed ODE rows,1.818313640716732,cumulative_best_09
