biomarker,day,q05,median,q95,interval_width,samples
IGF1,61,0.293640246153929,0.34320926271595387,0.3874927884749239,0.09385254232099494,7874
IGF1,62,0.46009683532467216,0.48456616445921685,0.5003964972914983,0.040299661966826106,7874
IGF1,63,0.5132160048232007,0.5213415679918845,0.5278632982816864,0.0146472934584857,7874
IGF1,64,0.5237472346645714,0.5288611307293051,0.5338216869079654,0.010074452243393983,7874
IGF1,65,0.5257409700983404,0.5302781123549131,0.5347454151702835,0.00900444507194309,7874
IGF1,66,0.477377230370108,0.4992498637699553,0.5158772836706149,0.03850005330050693,7874
IGF1,67,0.36984945466985497,0.3912782480395737,0.41892449005336896,0.04907503538351399,7874
IGF1,68,0.31196718651412364,0.32406302304363666,0.3407277306318594,0.028760544117735765,7874
IGF1,69,0.28323532569119164,0.2905563408770586,0.30073789420893227,0.017502568517740624,7874
IGF1,70,0.26660815439094987,0.2715500335627852,0.2782360591753139,0.01162790478436404,7874
IGF1,71,0.25608307835334976,0.25958568224424794,0.26416682210464093,0.008083743751291173,7874
IGF1,72,0.2490740559045292,0.25175674519232827,0.2550189709457625,0.00594491504123329,7874
IGF1,73,0.24439667559952663,0.24657604045744907,0.24901604246269832,0.004619366863171687,7874
IGF1,74,0.24120501460836258,0.2431071871006689,0.2450944621355,0.003889447527137435,7874
IGF1,75,0.23901118734997853,0.24075047004442984,0.2425270928817544,0.003515905531775859,7874
IGF1,76,0.23749431447911462,0.2391577642741612,0.24084914274676303,0.0033548282676484076,7874
IGF1,77,0.23642765913552985,0.2380623618326093,0.2397161691187766,0.003288509983246757,7874
IGF1,78,0.23566927379125807,0.2372958270243457,0.23892699846489732,0.003257724673639245,7874
IGF1,79,0.23514391022529227,0.23676458662478495,0.23838193807537686,0.0032380278500845905,7874
IGF1,80,0.23476542484913404,0.23638443366201684,0.23799889613412165,0.0032334712849876046,7874
IGF1,81,0.234488826325191,0.23611115625613271,0.2377290008595102,0.0032401745343192123,7874
IGF1,82,0.23565676101278132,0.23971890212277958,0.2526720481460502,0.017015287133268886,7874
IGF1,83,0.29242038911677587,0.36283934383733696,0.4195276676476236,0.12710727853084774,7874
IGF1,84,0.45948341049649505,0.49101963322459163,0.5089011180062738,0.04941770750977875,7874
IGF1,85,0.5131585428743036,0.5226867633744212,0.5296161059432641,0.016457563068960512,7874
IGF1,86,0.5237793854659063,0.5291055959338906,0.5341498995549785,0.010370514089072191,7874
IGF1,87,0.525716552472607,0.5299513147187856,0.5341223641655433,0.008405811692936305,7874
IGF1,88,0.4553801370118803,0.48986389589668494,0.5159242867414136,0.06054414972953326,7874
IGF1,89,0.355785409070845,0.38236682872491656,0.41944071282142603,0.06365530375058104,7874
IGF1,90,0.3054143897450158,0.31978906779766436,0.34093699712306474,0.035522607378048965,7874
Insulin,55,14.91424444025474,15.243409278664029,15.58117603288641,0.6669315926316699,7874
Insulin,56,14.914244440254743,15.243409278664032,15.581176032886415,0.6669315926316717,7874
Insulin,57,14.914244440254754,15.243409278664029,15.581176032886404,0.6669315926316504,7874
Insulin,58,14.91424444025475,15.243409278664018,15.581176032886408,0.6669315926316575,7874
Insulin,59,14.914244440254736,15.243409278664023,15.581176032889388,0.6669315926346524,7874
Insulin,60,14.914244440254773,15.24340927866401,15.581176032886408,0.6669315926316344,7874
Insulin,61,14.914244440254754,15.243409278664032,15.581176032886408,0.6669315926316539,7874
Insulin,62,14.914244440254755,15.24340927866404,15.581176032886413,0.6669315926316575,7874
Insulin,63,14.914244440254743,15.24340927866404,15.581176032886413,0.6669315926316699,7874
Insulin,64,14.914244440254718,15.24340927866404,15.581176032886404,0.6669315926316859,7874
Insulin,65,14.914244440254757,15.243409278664036,15.581176032886415,0.6669315926316575,7874
Insulin,66,14.914244440254755,15.243409278664032,15.581176032886415,0.6669315926316592,7874
Insulin,67,14.91424444025475,15.243409278664034,15.581176032886415,0.6669315926316646,7874
Insulin,68,14.914244440254748,15.243409278664032,15.581176032886411,0.6669315926316628,7874
Insulin,69,14.91424444025474,15.243409278664025,15.581176032886408,0.6669315926316681,7874
Insulin,70,14.914244440254754,15.243409278664032,15.581176032886406,0.6669315926316521,7874
Insulin,71,14.91424444025474,15.243409278664029,15.581176032886415,0.6669315926316752,7874
Insulin,72,14.914244440254746,15.243409278664029,15.581176032886411,0.6669315926316646,7874
Insulin,73,14.914244440254748,15.243409278664036,15.581176032886415,0.6669315926316663,7874
Insulin,74,14.914244440254736,15.243409278664036,15.581176032886411,0.6669315926316752,7874
Insulin,75,14.914244440254748,15.24340927866404,15.581176032886411,0.6669315926316628,7874
Insulin,76,14.914244440254738,15.243409278664032,15.581176032886415,0.666931592631677,7874
Insulin,77,14.914244440254738,15.243409278664029,15.581176032886411,0.6669315926316735,7874
Insulin,78,14.914244440254745,15.24340927866403,15.581176032886408,0.6669315926316628,7874
Insulin,79,14.914244440254738,15.24340927866403,15.581176032886402,0.6669315926316646,7874
Insulin,80,14.914244440254748,15.243409278664021,15.581176032886411,0.6669315926316628,7874
Insulin,81,14.914244440254746,15.243409278664235,15.581176032886425,0.6669315926316788,7874
Insulin,82,14.914244440255159,15.24340927866401,15.58117603288641,0.6669315926312507,7874
Insulin,83,14.914244440254762,15.243409278664032,15.581176032886411,0.6669315926316486,7874
Insulin,84,14.914244440254759,15.243409278664032,15.581176032886406,0.6669315926316468,7874
Insulin,85,14.914244440254752,15.243409278664025,15.581176032886487,0.6669315926317356,7874
Insulin,86,14.914244440254754,15.24340927866403,15.581176032886415,0.666931592631661,7874
