scenario,description,parameter,posterior_q05,posterior_median,posterior_q95,prior_90_width,posterior_90_width,interval_reduction_fraction,effective_sample_size,max_weight
all_observables_day_81,All observables at requested day,insulin_glucose_threshold,0.4753453829855769,0.4826156051356584,0.4994804965065473,0.04500000000000004,0.02413511352097042,0.4636641439784356,35.962351993989515,0.10993999815940635
all_observables_day_81,All observables at requested day,inhibin_clearance,0.4607456396175676,0.4891889258710868,0.4982334818074757,0.04274999999999999,0.03748784218990808,0.12309141076238383,35.962351993989515,0.10993999815940635
all_observables_day_81,All observables at requested day,hp_p4_follicle_scale,1.0961717975149408,1.134111143715782,1.151446210312405,0.0990000000000003,0.055274412797464256,0.44167259800541325,35.962351993989515,0.10993999815940635
all_observables_day_81,All observables at requested day,blood_to_liver_glucose_threshold,0.4300589681295347,0.4584678828269149,0.4713499954892615,0.040500000000000036,0.041291027359726784,-0.019531539746339366,35.962351993989515,0.10993999815940635
all_observables_day_81,All observables at requested day,gnrh_clearance,1.5668125087402935,1.628054356803278,1.7046927671344032,0.14670000000000025,0.13788025839410967,0.06012093800879725,35.962351993989515,0.10993999815940635
all_observables_day_81,All observables at requested day,hp_iof_threshold,1.7359075980784413,1.7987618826008331,1.9011454541300865,0.16380000000000036,0.1652378560516452,-0.008778119973411824,35.962351993989515,0.10993999815940635
all_observables_day_81,All observables at requested day,insulin_igf_threshold,14.294311998189883,15.035894231382052,15.662039409326344,1.35,1.3677274111364603,-0.013131415656637335,35.962351993989515,0.10993999815940635
all_observables_day_81,All observables at requested day,feed_direct_blood_fraction,0.076331789358324,0.0794706378018936,0.0833704853273486,0.007200000000000007,0.007038695969024594,0.022403337635473974,35.962351993989515,0.10993999815940635
all_observables_day_81,All observables at requested day,lh_basal_release,0.0135126635258268,0.0140567546343817,0.014665291231192,0.0012690000000000015,0.0011526277053652,0.09170393588242809,35.962351993989515,0.10993999815940635
