candidate,columns
all_species_cumulative_to_day_87,FSH_day_55|PGF_day_55|P4_day_55|E2_day_55|INH_day_55|IGF1_day_55|Insulin_day_55|Glucose_day_55|Glucagon_day_55|FSH_day_56|PGF_day_56|P4_day_56|E2_day_56|INH_day_56|IGF1_day_56|Insulin_day_56|Glucose_day_56|Glucagon_day_56|FSH_day_57|PGF_day_57|P4_day_57|E2_day_57|INH_day_57|IGF1_day_57|Insulin_day_57|Glucose_day_57|Glucagon_day_57|FSH_day_58|PGF_day_58|P4_day_58|E2_day_58|INH_day_58|IGF1_day_58|Insulin_day_58|Glucose_day_58|Glucagon_day_58|FSH_day_59|PGF_day_59|P4_day_59|E2_day_59|INH_day_59|IGF1_day_59|Insulin_day_59|Glucose_day_59|Glucagon_day_59|FSH_day_60|PGF_day_60|P4_day_60|E2_day_60|INH_day_60|IGF1_day_60|Insulin_day_60|Glucose_day_60|Glucagon_day_60|FSH_day_61|PGF_day_61|P4_day_61|E2_day_61|INH_day_61|IGF1_day_61|Insulin_day_61|Glucose_day_61|Glucagon_day_61|FSH_day_62|PGF_day_62|P4_day_62|E2_day_62|INH_day_62|IGF1_day_62|Insulin_day_62|Glucose_day_62|Glucagon_day_62|FSH_day_63|PGF_day_63|P4_day_63|E2_day_63|INH_day_63|IGF1_day_63|Insulin_day_63|Glucose_day_63|Glucagon_day_63|FSH_day_64|PGF_day_64|P4_day_64|E2_day_64|INH_day_64|IGF1_day_64|Insulin_day_64|Glucose_day_64|Glucagon_day_64|FSH_day_65|PGF_day_65|P4_day_65|E2_day_65|INH_day_65|IGF1_day_65|Insulin_day_65|Glucose_day_65|Glucagon_day_65|FSH_day_66|PGF_day_66|P4_day_66|E2_day_66|INH_day_66|IGF1_day_66|Insulin_day_66|Glucose_day_66|Glucagon_day_66|FSH_day_67|PGF_day_67|P4_day_67|E2_day_67|INH_day_67|IGF1_day_67|Insulin_day_67|Glucose_day_67|Glucagon_day_67|FSH_day_68|PGF_day_68|P4_day_68|E2_day_68|INH_day_68|IGF1_day_68|Insulin_day_68|Glucose_day_68|Glucagon_day_68|FSH_day_69|PGF_day_69|P4_day_69|E2_day_69|INH_day_69|IGF1_day_69|Insulin_day_69|Glucose_day_69|Glucagon_day_69|FSH_day_70|PGF_day_70|P4_day_70|E2_day_70|INH_day_70|IGF1_day_70|Insulin_day_70|Glucose_day_70|Glucagon_day_70|FSH_day_71|PGF_day_71|P4_day_71|E2_day_71|INH_day_71|IGF1_day_71|Insulin_day_71|Glucose_day_71|Glucagon_day_71|FSH_day_72|PGF_day_72|P4_day_72|E2_day_72|INH_day_72|IGF1_day_72|Insulin_day_72|Glucose_day_72|Glucagon_day_72|FSH_day_73|PGF_day_73|P4_day_73|E2_day_73|INH_day_73|IGF1_day_73|Insulin_day_73|Glucose_day_73|Glucagon_day_73|FSH_day_74|PGF_day_74|P4_day_74|E2_day_74|INH_day_74|IGF1_day_74|Insulin_day_74|Glucose_day_74|Glucagon_day_74|FSH_day_75|PGF_day_75|P4_day_75|E2_day_75|INH_day_75|IGF1_day_75|Insulin_day_75|Glucose_day_75|Glucagon_day_75|FSH_day_76|PGF_day_76|P4_day_76|E2_day_76|INH_day_76|IGF1_day_76|Insulin_day_76|Glucose_day_76|Glucagon_day_76|FSH_day_77|PGF_day_77|P4_day_77|E2_day_77|INH_day_77|IGF1_day_77|Insulin_day_77|Glucose_day_77|Glucagon_day_77|FSH_day_78|PGF_day_78|P4_day_78|E2_day_78|INH_day_78|IGF1_day_78|Insulin_day_78|Glucose_day_78|Glucagon_day_78|FSH_day_79|PGF_day_79|P4_day_79|E2_day_79|INH_day_79|IGF1_day_79|Insulin_day_79|Glucose_day_79|Glucagon_day_79|FSH_day_80|PGF_day_80|P4_day_80|E2_day_80|INH_day_80|IGF1_day_80|Insulin_day_80|Glucose_day_80|Glucagon_day_80|FSH_day_81|PGF_day_81|P4_day_81|E2_day_81|INH_day_81|IGF1_day_81|Insulin_day_81|Glucose_day_81|Glucagon_day_81|FSH_day_82|PGF_day_82|P4_day_82|E2_day_82|INH_day_82|IGF1_day_82|Insulin_day_82|Glucose_day_82|Glucagon_day_82|FSH_day_83|PGF_day_83|P4_day_83|E2_day_83|INH_day_83|IGF1_day_83|Insulin_day_83|Glucose_day_83|Glucagon_day_83|FSH_day_84|PGF_day_84|P4_day_84|E2_day_84|INH_day_84|IGF1_day_84|Insulin_day_84|Glucose_day_84|Glucagon_day_84|FSH_day_85|PGF_day_85|P4_day_85|E2_day_85|INH_day_85|IGF1_day_85|Insulin_day_85|Glucose_day_85|Glucagon_day_85|FSH_day_86|PGF_day_86|P4_day_86|E2_day_86|INH_day_86|IGF1_day_86|Insulin_day_86|Glucose_day_86|Glucagon_day_86|FSH_day_87|PGF_day_87|P4_day_87|E2_day_87|INH_day_87|IGF1_day_87|Insulin_day_87|Glucose_day_87|Glucagon_day_87
FSH_cumulative_to_day_87,FSH_day_55|FSH_day_56|FSH_day_57|FSH_day_58|FSH_day_59|FSH_day_60|FSH_day_61|FSH_day_62|FSH_day_63|FSH_day_64|FSH_day_65|FSH_day_66|FSH_day_67|FSH_day_68|FSH_day_69|FSH_day_70|FSH_day_71|FSH_day_72|FSH_day_73|FSH_day_74|FSH_day_75|FSH_day_76|FSH_day_77|FSH_day_78|FSH_day_79|FSH_day_80|FSH_day_81|FSH_day_82|FSH_day_83|FSH_day_84|FSH_day_85|FSH_day_86|FSH_day_87
PGF_cumulative_to_day_87,PGF_day_55|PGF_day_56|PGF_day_57|PGF_day_58|PGF_day_59|PGF_day_60|PGF_day_61|PGF_day_62|PGF_day_63|PGF_day_64|PGF_day_65|PGF_day_66|PGF_day_67|PGF_day_68|PGF_day_69|PGF_day_70|PGF_day_71|PGF_day_72|PGF_day_73|PGF_day_74|PGF_day_75|PGF_day_76|PGF_day_77|PGF_day_78|PGF_day_79|PGF_day_80|PGF_day_81|PGF_day_82|PGF_day_83|PGF_day_84|PGF_day_85|PGF_day_86|PGF_day_87
P4_cumulative_to_day_87,P4_day_55|P4_day_56|P4_day_57|P4_day_58|P4_day_59|P4_day_60|P4_day_61|P4_day_62|P4_day_63|P4_day_64|P4_day_65|P4_day_66|P4_day_67|P4_day_68|P4_day_69|P4_day_70|P4_day_71|P4_day_72|P4_day_73|P4_day_74|P4_day_75|P4_day_76|P4_day_77|P4_day_78|P4_day_79|P4_day_80|P4_day_81|P4_day_82|P4_day_83|P4_day_84|P4_day_85|P4_day_86|P4_day_87
E2_cumulative_to_day_87,E2_day_55|E2_day_56|E2_day_57|E2_day_58|E2_day_59|E2_day_60|E2_day_61|E2_day_62|E2_day_63|E2_day_64|E2_day_65|E2_day_66|E2_day_67|E2_day_68|E2_day_69|E2_day_70|E2_day_71|E2_day_72|E2_day_73|E2_day_74|E2_day_75|E2_day_76|E2_day_77|E2_day_78|E2_day_79|E2_day_80|E2_day_81|E2_day_82|E2_day_83|E2_day_84|E2_day_85|E2_day_86|E2_day_87
INH_cumulative_to_day_87,INH_day_55|INH_day_56|INH_day_57|INH_day_58|INH_day_59|INH_day_60|INH_day_61|INH_day_62|INH_day_63|INH_day_64|INH_day_65|INH_day_66|INH_day_67|INH_day_68|INH_day_69|INH_day_70|INH_day_71|INH_day_72|INH_day_73|INH_day_74|INH_day_75|INH_day_76|INH_day_77|INH_day_78|INH_day_79|INH_day_80|INH_day_81|INH_day_82|INH_day_83|INH_day_84|INH_day_85|INH_day_86|INH_day_87
IGF1_cumulative_to_day_87,IGF1_day_55|IGF1_day_56|IGF1_day_57|IGF1_day_58|IGF1_day_59|IGF1_day_60|IGF1_day_61|IGF1_day_62|IGF1_day_63|IGF1_day_64|IGF1_day_65|IGF1_day_66|IGF1_day_67|IGF1_day_68|IGF1_day_69|IGF1_day_70|IGF1_day_71|IGF1_day_72|IGF1_day_73|IGF1_day_74|IGF1_day_75|IGF1_day_76|IGF1_day_77|IGF1_day_78|IGF1_day_79|IGF1_day_80|IGF1_day_81|IGF1_day_82|IGF1_day_83|IGF1_day_84|IGF1_day_85|IGF1_day_86|IGF1_day_87
Insulin_cumulative_to_day_87,Insulin_day_55|Insulin_day_56|Insulin_day_57|Insulin_day_58|Insulin_day_59|Insulin_day_60|Insulin_day_61|Insulin_day_62|Insulin_day_63|Insulin_day_64|Insulin_day_65|Insulin_day_66|Insulin_day_67|Insulin_day_68|Insulin_day_69|Insulin_day_70|Insulin_day_71|Insulin_day_72|Insulin_day_73|Insulin_day_74|Insulin_day_75|Insulin_day_76|Insulin_day_77|Insulin_day_78|Insulin_day_79|Insulin_day_80|Insulin_day_81|Insulin_day_82|Insulin_day_83|Insulin_day_84|Insulin_day_85|Insulin_day_86|Insulin_day_87
Glucose_cumulative_to_day_87,Glucose_day_55|Glucose_day_56|Glucose_day_57|Glucose_day_58|Glucose_day_59|Glucose_day_60|Glucose_day_61|Glucose_day_62|Glucose_day_63|Glucose_day_64|Glucose_day_65|Glucose_day_66|Glucose_day_67|Glucose_day_68|Glucose_day_69|Glucose_day_70|Glucose_day_71|Glucose_day_72|Glucose_day_73|Glucose_day_74|Glucose_day_75|Glucose_day_76|Glucose_day_77|Glucose_day_78|Glucose_day_79|Glucose_day_80|Glucose_day_81|Glucose_day_82|Glucose_day_83|Glucose_day_84|Glucose_day_85|Glucose_day_86|Glucose_day_87
Glucagon_cumulative_to_day_87,Glucagon_day_55|Glucagon_day_56|Glucagon_day_57|Glucagon_day_58|Glucagon_day_59|Glucagon_day_60|Glucagon_day_61|Glucagon_day_62|Glucagon_day_63|Glucagon_day_64|Glucagon_day_65|Glucagon_day_66|Glucagon_day_67|Glucagon_day_68|Glucagon_day_69|Glucagon_day_70|Glucagon_day_71|Glucagon_day_72|Glucagon_day_73|Glucagon_day_74|Glucagon_day_75|Glucagon_day_76|Glucagon_day_77|Glucagon_day_78|Glucagon_day_79|Glucagon_day_80|Glucagon_day_81|Glucagon_day_82|Glucagon_day_83|Glucagon_day_84|Glucagon_day_85|Glucagon_day_86|Glucagon_day_87
PGF_E2_FSH_INH_cumulative_to_day_87,PGF_day_55|E2_day_55|FSH_day_55|INH_day_55|PGF_day_56|E2_day_56|FSH_day_56|INH_day_56|PGF_day_57|E2_day_57|FSH_day_57|INH_day_57|PGF_day_58|E2_day_58|FSH_day_58|INH_day_58|PGF_day_59|E2_day_59|FSH_day_59|INH_day_59|PGF_day_60|E2_day_60|FSH_day_60|INH_day_60|PGF_day_61|E2_day_61|FSH_day_61|INH_day_61|PGF_day_62|E2_day_62|FSH_day_62|INH_day_62|PGF_day_63|E2_day_63|FSH_day_63|INH_day_63|PGF_day_64|E2_day_64|FSH_day_64|INH_day_64|PGF_day_65|E2_day_65|FSH_day_65|INH_day_65|PGF_day_66|E2_day_66|FSH_day_66|INH_day_66|PGF_day_67|E2_day_67|FSH_day_67|INH_day_67|PGF_day_68|E2_day_68|FSH_day_68|INH_day_68|PGF_day_69|E2_day_69|FSH_day_69|INH_day_69|PGF_day_70|E2_day_70|FSH_day_70|INH_day_70|PGF_day_71|E2_day_71|FSH_day_71|INH_day_71|PGF_day_72|E2_day_72|FSH_day_72|INH_day_72|PGF_day_73|E2_day_73|FSH_day_73|INH_day_73|PGF_day_74|E2_day_74|FSH_day_74|INH_day_74|PGF_day_75|E2_day_75|FSH_day_75|INH_day_75|PGF_day_76|E2_day_76|FSH_day_76|INH_day_76|PGF_day_77|E2_day_77|FSH_day_77|INH_day_77|PGF_day_78|E2_day_78|FSH_day_78|INH_day_78|PGF_day_79|E2_day_79|FSH_day_79|INH_day_79|PGF_day_80|E2_day_80|FSH_day_80|INH_day_80|PGF_day_81|E2_day_81|FSH_day_81|INH_day_81|PGF_day_82|E2_day_82|FSH_day_82|INH_day_82|PGF_day_83|E2_day_83|FSH_day_83|INH_day_83|PGF_day_84|E2_day_84|FSH_day_84|INH_day_84|PGF_day_85|E2_day_85|FSH_day_85|INH_day_85|PGF_day_86|E2_day_86|FSH_day_86|INH_day_86|PGF_day_87|E2_day_87|FSH_day_87|INH_day_87
PGF_E2_FSH_cumulative_to_day_87,PGF_day_55|E2_day_55|FSH_day_55|PGF_day_56|E2_day_56|FSH_day_56|PGF_day_57|E2_day_57|FSH_day_57|PGF_day_58|E2_day_58|FSH_day_58|PGF_day_59|E2_day_59|FSH_day_59|PGF_day_60|E2_day_60|FSH_day_60|PGF_day_61|E2_day_61|FSH_day_61|PGF_day_62|E2_day_62|FSH_day_62|PGF_day_63|E2_day_63|FSH_day_63|PGF_day_64|E2_day_64|FSH_day_64|PGF_day_65|E2_day_65|FSH_day_65|PGF_day_66|E2_day_66|FSH_day_66|PGF_day_67|E2_day_67|FSH_day_67|PGF_day_68|E2_day_68|FSH_day_68|PGF_day_69|E2_day_69|FSH_day_69|PGF_day_70|E2_day_70|FSH_day_70|PGF_day_71|E2_day_71|FSH_day_71|PGF_day_72|E2_day_72|FSH_day_72|PGF_day_73|E2_day_73|FSH_day_73|PGF_day_74|E2_day_74|FSH_day_74|PGF_day_75|E2_day_75|FSH_day_75|PGF_day_76|E2_day_76|FSH_day_76|PGF_day_77|E2_day_77|FSH_day_77|PGF_day_78|E2_day_78|FSH_day_78|PGF_day_79|E2_day_79|FSH_day_79|PGF_day_80|E2_day_80|FSH_day_80|PGF_day_81|E2_day_81|FSH_day_81|PGF_day_82|E2_day_82|FSH_day_82|PGF_day_83|E2_day_83|FSH_day_83|PGF_day_84|E2_day_84|FSH_day_84|PGF_day_85|E2_day_85|FSH_day_85|PGF_day_86|E2_day_86|FSH_day_86|PGF_day_87|E2_day_87|FSH_day_87
PGF_E2_cumulative_to_day_87,PGF_day_55|E2_day_55|PGF_day_56|E2_day_56|PGF_day_57|E2_day_57|PGF_day_58|E2_day_58|PGF_day_59|E2_day_59|PGF_day_60|E2_day_60|PGF_day_61|E2_day_61|PGF_day_62|E2_day_62|PGF_day_63|E2_day_63|PGF_day_64|E2_day_64|PGF_day_65|E2_day_65|PGF_day_66|E2_day_66|PGF_day_67|E2_day_67|PGF_day_68|E2_day_68|PGF_day_69|E2_day_69|PGF_day_70|E2_day_70|PGF_day_71|E2_day_71|PGF_day_72|E2_day_72|PGF_day_73|E2_day_73|PGF_day_74|E2_day_74|PGF_day_75|E2_day_75|PGF_day_76|E2_day_76|PGF_day_77|E2_day_77|PGF_day_78|E2_day_78|PGF_day_79|E2_day_79|PGF_day_80|E2_day_80|PGF_day_81|E2_day_81|PGF_day_82|E2_day_82|PGF_day_83|E2_day_83|PGF_day_84|E2_day_84|PGF_day_85|E2_day_85|PGF_day_86|E2_day_86|PGF_day_87|E2_day_87
all_species_cumulative_to_day_88,FSH_day_55|PGF_day_55|P4_day_55|E2_day_55|INH_day_55|IGF1_day_55|Insulin_day_55|Glucose_day_55|Glucagon_day_55|FSH_day_56|PGF_day_56|P4_day_56|E2_day_56|INH_day_56|IGF1_day_56|Insulin_day_56|Glucose_day_56|Glucagon_day_56|FSH_day_57|PGF_day_57|P4_day_57|E2_day_57|INH_day_57|IGF1_day_57|Insulin_day_57|Glucose_day_57|Glucagon_day_57|FSH_day_58|PGF_day_58|P4_day_58|E2_day_58|INH_day_58|IGF1_day_58|Insulin_day_58|Glucose_day_58|Glucagon_day_58|FSH_day_59|PGF_day_59|P4_day_59|E2_day_59|INH_day_59|IGF1_day_59|Insulin_day_59|Glucose_day_59|Glucagon_day_59|FSH_day_60|PGF_day_60|P4_day_60|E2_day_60|INH_day_60|IGF1_day_60|Insulin_day_60|Glucose_day_60|Glucagon_day_60|FSH_day_61|PGF_day_61|P4_day_61|E2_day_61|INH_day_61|IGF1_day_61|Insulin_day_61|Glucose_day_61|Glucagon_day_61|FSH_day_62|PGF_day_62|P4_day_62|E2_day_62|INH_day_62|IGF1_day_62|Insulin_day_62|Glucose_day_62|Glucagon_day_62|FSH_day_63|PGF_day_63|P4_day_63|E2_day_63|INH_day_63|IGF1_day_63|Insulin_day_63|Glucose_day_63|Glucagon_day_63|FSH_day_64|PGF_day_64|P4_day_64|E2_day_64|INH_day_64|IGF1_day_64|Insulin_day_64|Glucose_day_64|Glucagon_day_64|FSH_day_65|PGF_day_65|P4_day_65|E2_day_65|INH_day_65|IGF1_day_65|Insulin_day_65|Glucose_day_65|Glucagon_day_65|FSH_day_66|PGF_day_66|P4_day_66|E2_day_66|INH_day_66|IGF1_day_66|Insulin_day_66|Glucose_day_66|Glucagon_day_66|FSH_day_67|PGF_day_67|P4_day_67|E2_day_67|INH_day_67|IGF1_day_67|Insulin_day_67|Glucose_day_67|Glucagon_day_67|FSH_day_68|PGF_day_68|P4_day_68|E2_day_68|INH_day_68|IGF1_day_68|Insulin_day_68|Glucose_day_68|Glucagon_day_68|FSH_day_69|PGF_day_69|P4_day_69|E2_day_69|INH_day_69|IGF1_day_69|Insulin_day_69|Glucose_day_69|Glucagon_day_69|FSH_day_70|PGF_day_70|P4_day_70|E2_day_70|INH_day_70|IGF1_day_70|Insulin_day_70|Glucose_day_70|Glucagon_day_70|FSH_day_71|PGF_day_71|P4_day_71|E2_day_71|INH_day_71|IGF1_day_71|Insulin_day_71|Glucose_day_71|Glucagon_day_71|FSH_day_72|PGF_day_72|P4_day_72|E2_day_72|INH_day_72|IGF1_day_72|Insulin_day_72|Glucose_day_72|Glucagon_day_72|FSH_day_73|PGF_day_73|P4_day_73|E2_day_73|INH_day_73|IGF1_day_73|Insulin_day_73|Glucose_day_73|Glucagon_day_73|FSH_day_74|PGF_day_74|P4_day_74|E2_day_74|INH_day_74|IGF1_day_74|Insulin_day_74|Glucose_day_74|Glucagon_day_74|FSH_day_75|PGF_day_75|P4_day_75|E2_day_75|INH_day_75|IGF1_day_75|Insulin_day_75|Glucose_day_75|Glucagon_day_75|FSH_day_76|PGF_day_76|P4_day_76|E2_day_76|INH_day_76|IGF1_day_76|Insulin_day_76|Glucose_day_76|Glucagon_day_76|FSH_day_77|PGF_day_77|P4_day_77|E2_day_77|INH_day_77|IGF1_day_77|Insulin_day_77|Glucose_day_77|Glucagon_day_77|FSH_day_78|PGF_day_78|P4_day_78|E2_day_78|INH_day_78|IGF1_day_78|Insulin_day_78|Glucose_day_78|Glucagon_day_78|FSH_day_79|PGF_day_79|P4_day_79|E2_day_79|INH_day_79|IGF1_day_79|Insulin_day_79|Glucose_day_79|Glucagon_day_79|FSH_day_80|PGF_day_80|P4_day_80|E2_day_80|INH_day_80|IGF1_day_80|Insulin_day_80|Glucose_day_80|Glucagon_day_80|FSH_day_81|PGF_day_81|P4_day_81|E2_day_81|INH_day_81|IGF1_day_81|Insulin_day_81|Glucose_day_81|Glucagon_day_81|FSH_day_82|PGF_day_82|P4_day_82|E2_day_82|INH_day_82|IGF1_day_82|Insulin_day_82|Glucose_day_82|Glucagon_day_82|FSH_day_83|PGF_day_83|P4_day_83|E2_day_83|INH_day_83|IGF1_day_83|Insulin_day_83|Glucose_day_83|Glucagon_day_83|FSH_day_84|PGF_day_84|P4_day_84|E2_day_84|INH_day_84|IGF1_day_84|Insulin_day_84|Glucose_day_84|Glucagon_day_84|FSH_day_85|PGF_day_85|P4_day_85|E2_day_85|INH_day_85|IGF1_day_85|Insulin_day_85|Glucose_day_85|Glucagon_day_85|FSH_day_86|PGF_day_86|P4_day_86|E2_day_86|INH_day_86|IGF1_day_86|Insulin_day_86|Glucose_day_86|Glucagon_day_86|FSH_day_87|PGF_day_87|P4_day_87|E2_day_87|INH_day_87|IGF1_day_87|Insulin_day_87|Glucose_day_87|Glucagon_day_87|FSH_day_88|PGF_day_88|P4_day_88|E2_day_88|INH_day_88|IGF1_day_88|Insulin_day_88|Glucose_day_88|Glucagon_day_88
FSH_cumulative_to_day_88,FSH_day_55|FSH_day_56|FSH_day_57|FSH_day_58|FSH_day_59|FSH_day_60|FSH_day_61|FSH_day_62|FSH_day_63|FSH_day_64|FSH_day_65|FSH_day_66|FSH_day_67|FSH_day_68|FSH_day_69|FSH_day_70|FSH_day_71|FSH_day_72|FSH_day_73|FSH_day_74|FSH_day_75|FSH_day_76|FSH_day_77|FSH_day_78|FSH_day_79|FSH_day_80|FSH_day_81|FSH_day_82|FSH_day_83|FSH_day_84|FSH_day_85|FSH_day_86|FSH_day_87|FSH_day_88
PGF_cumulative_to_day_88,PGF_day_55|PGF_day_56|PGF_day_57|PGF_day_58|PGF_day_59|PGF_day_60|PGF_day_61|PGF_day_62|PGF_day_63|PGF_day_64|PGF_day_65|PGF_day_66|PGF_day_67|PGF_day_68|PGF_day_69|PGF_day_70|PGF_day_71|PGF_day_72|PGF_day_73|PGF_day_74|PGF_day_75|PGF_day_76|PGF_day_77|PGF_day_78|PGF_day_79|PGF_day_80|PGF_day_81|PGF_day_82|PGF_day_83|PGF_day_84|PGF_day_85|PGF_day_86|PGF_day_87|PGF_day_88
P4_cumulative_to_day_88,P4_day_55|P4_day_56|P4_day_57|P4_day_58|P4_day_59|P4_day_60|P4_day_61|P4_day_62|P4_day_63|P4_day_64|P4_day_65|P4_day_66|P4_day_67|P4_day_68|P4_day_69|P4_day_70|P4_day_71|P4_day_72|P4_day_73|P4_day_74|P4_day_75|P4_day_76|P4_day_77|P4_day_78|P4_day_79|P4_day_80|P4_day_81|P4_day_82|P4_day_83|P4_day_84|P4_day_85|P4_day_86|P4_day_87|P4_day_88
E2_cumulative_to_day_88,E2_day_55|E2_day_56|E2_day_57|E2_day_58|E2_day_59|E2_day_60|E2_day_61|E2_day_62|E2_day_63|E2_day_64|E2_day_65|E2_day_66|E2_day_67|E2_day_68|E2_day_69|E2_day_70|E2_day_71|E2_day_72|E2_day_73|E2_day_74|E2_day_75|E2_day_76|E2_day_77|E2_day_78|E2_day_79|E2_day_80|E2_day_81|E2_day_82|E2_day_83|E2_day_84|E2_day_85|E2_day_86|E2_day_87|E2_day_88
INH_cumulative_to_day_88,INH_day_55|INH_day_56|INH_day_57|INH_day_58|INH_day_59|INH_day_60|INH_day_61|INH_day_62|INH_day_63|INH_day_64|INH_day_65|INH_day_66|INH_day_67|INH_day_68|INH_day_69|INH_day_70|INH_day_71|INH_day_72|INH_day_73|INH_day_74|INH_day_75|INH_day_76|INH_day_77|INH_day_78|INH_day_79|INH_day_80|INH_day_81|INH_day_82|INH_day_83|INH_day_84|INH_day_85|INH_day_86|INH_day_87|INH_day_88
IGF1_cumulative_to_day_88,IGF1_day_55|IGF1_day_56|IGF1_day_57|IGF1_day_58|IGF1_day_59|IGF1_day_60|IGF1_day_61|IGF1_day_62|IGF1_day_63|IGF1_day_64|IGF1_day_65|IGF1_day_66|IGF1_day_67|IGF1_day_68|IGF1_day_69|IGF1_day_70|IGF1_day_71|IGF1_day_72|IGF1_day_73|IGF1_day_74|IGF1_day_75|IGF1_day_76|IGF1_day_77|IGF1_day_78|IGF1_day_79|IGF1_day_80|IGF1_day_81|IGF1_day_82|IGF1_day_83|IGF1_day_84|IGF1_day_85|IGF1_day_86|IGF1_day_87|IGF1_day_88
Insulin_cumulative_to_day_88,Insulin_day_55|Insulin_day_56|Insulin_day_57|Insulin_day_58|Insulin_day_59|Insulin_day_60|Insulin_day_61|Insulin_day_62|Insulin_day_63|Insulin_day_64|Insulin_day_65|Insulin_day_66|Insulin_day_67|Insulin_day_68|Insulin_day_69|Insulin_day_70|Insulin_day_71|Insulin_day_72|Insulin_day_73|Insulin_day_74|Insulin_day_75|Insulin_day_76|Insulin_day_77|Insulin_day_78|Insulin_day_79|Insulin_day_80|Insulin_day_81|Insulin_day_82|Insulin_day_83|Insulin_day_84|Insulin_day_85|Insulin_day_86|Insulin_day_87|Insulin_day_88
Glucose_cumulative_to_day_88,Glucose_day_55|Glucose_day_56|Glucose_day_57|Glucose_day_58|Glucose_day_59|Glucose_day_60|Glucose_day_61|Glucose_day_62|Glucose_day_63|Glucose_day_64|Glucose_day_65|Glucose_day_66|Glucose_day_67|Glucose_day_68|Glucose_day_69|Glucose_day_70|Glucose_day_71|Glucose_day_72|Glucose_day_73|Glucose_day_74|Glucose_day_75|Glucose_day_76|Glucose_day_77|Glucose_day_78|Glucose_day_79|Glucose_day_80|Glucose_day_81|Glucose_day_82|Glucose_day_83|Glucose_day_84|Glucose_day_85|Glucose_day_86|Glucose_day_87|Glucose_day_88
Glucagon_cumulative_to_day_88,Glucagon_day_55|Glucagon_day_56|Glucagon_day_57|Glucagon_day_58|Glucagon_day_59|Glucagon_day_60|Glucagon_day_61|Glucagon_day_62|Glucagon_day_63|Glucagon_day_64|Glucagon_day_65|Glucagon_day_66|Glucagon_day_67|Glucagon_day_68|Glucagon_day_69|Glucagon_day_70|Glucagon_day_71|Glucagon_day_72|Glucagon_day_73|Glucagon_day_74|Glucagon_day_75|Glucagon_day_76|Glucagon_day_77|Glucagon_day_78|Glucagon_day_79|Glucagon_day_80|Glucagon_day_81|Glucagon_day_82|Glucagon_day_83|Glucagon_day_84|Glucagon_day_85|Glucagon_day_86|Glucagon_day_87|Glucagon_day_88
PGF_E2_FSH_INH_cumulative_to_day_88,PGF_day_55|E2_day_55|FSH_day_55|INH_day_55|PGF_day_56|E2_day_56|FSH_day_56|INH_day_56|PGF_day_57|E2_day_57|FSH_day_57|INH_day_57|PGF_day_58|E2_day_58|FSH_day_58|INH_day_58|PGF_day_59|E2_day_59|FSH_day_59|INH_day_59|PGF_day_60|E2_day_60|FSH_day_60|INH_day_60|PGF_day_61|E2_day_61|FSH_day_61|INH_day_61|PGF_day_62|E2_day_62|FSH_day_62|INH_day_62|PGF_day_63|E2_day_63|FSH_day_63|INH_day_63|PGF_day_64|E2_day_64|FSH_day_64|INH_day_64|PGF_day_65|E2_day_65|FSH_day_65|INH_day_65|PGF_day_66|E2_day_66|FSH_day_66|INH_day_66|PGF_day_67|E2_day_67|FSH_day_67|INH_day_67|PGF_day_68|E2_day_68|FSH_day_68|INH_day_68|PGF_day_69|E2_day_69|FSH_day_69|INH_day_69|PGF_day_70|E2_day_70|FSH_day_70|INH_day_70|PGF_day_71|E2_day_71|FSH_day_71|INH_day_71|PGF_day_72|E2_day_72|FSH_day_72|INH_day_72|PGF_day_73|E2_day_73|FSH_day_73|INH_day_73|PGF_day_74|E2_day_74|FSH_day_74|INH_day_74|PGF_day_75|E2_day_75|FSH_day_75|INH_day_75|PGF_day_76|E2_day_76|FSH_day_76|INH_day_76|PGF_day_77|E2_day_77|FSH_day_77|INH_day_77|PGF_day_78|E2_day_78|FSH_day_78|INH_day_78|PGF_day_79|E2_day_79|FSH_day_79|INH_day_79|PGF_day_80|E2_day_80|FSH_day_80|INH_day_80|PGF_day_81|E2_day_81|FSH_day_81|INH_day_81|PGF_day_82|E2_day_82|FSH_day_82|INH_day_82|PGF_day_83|E2_day_83|FSH_day_83|INH_day_83|PGF_day_84|E2_day_84|FSH_day_84|INH_day_84|PGF_day_85|E2_day_85|FSH_day_85|INH_day_85|PGF_day_86|E2_day_86|FSH_day_86|INH_day_86|PGF_day_87|E2_day_87|FSH_day_87|INH_day_87|PGF_day_88|E2_day_88|FSH_day_88|INH_day_88
